date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
10818,0.031459,3,0.382979,0.074997,0.518298,0.003467,0.422915,0.414912,UP
3297,0.009159,7,0.702128,0.10475,0.496727,0.003467,0.422915,0.414912,UP
39111,0.894739,4,0.829787,0.114027,0.871318,0.007387,0.711807,0.585965,DOWN
40317,0.898898,1,0.957447,0.058244,0.463999,0.003619,0.364319,0.675,UP
45213,0.915712,5,0.957447,0.055032,0.477388,0.003758,0.308648,0.440351,DOWN
8779,0.026459,2,0.914894,0.051429,0.405237,0.003467,0.422915,0.414912,DOWN
41331,0.902925,2,0.06383,0.048397,0.234157,0.003228,0.371828,0.549561,DOWN
29821,0.867661,7,0.276596,0.032365,0.270009,0.001674,0.293889,0.727193,UP
7195,0.021946,4,0.914894,0.046445,0.351979,0.003467,0.422915,0.414912,DOWN
34046,0.880846,4,0.297872,0.028131,0.358524,0.001805,0.390471,0.670614,UP
38788,0.894474,5,0.085106,0.064609,0.427998,0.004244,0.49275,0.545175,UP
1390,0.004292,2,0.978723,0.047076,0.48795,0.003467,0.422915,0.414912,DOWN
3663,0.009513,1,0.319149,0.084844,0.666766,0.003467,0.422915,0.414912,UP
24723,0.464404,6,0.06383,0.030413,0.309283,0.002065,0.363801,0.392105,UP
19373,0.447148,6,0.617021,0.06551,0.558018,0.004564,0.627654,0.308333,UP
584,0.000531,7,0.170213,0.06518,0.081077,0.003467,0.422915,0.414912,DOWN
324,0.000265,1,0.765957,0.193287,0.629575,0.003467,0.422915,0.414912,UP
15658,0.434583,6,0.212766,0.044314,0.118566,0.003467,0.422915,0.414912,DOWN
19275,0.44706,4,0.574468,0.063889,0.579887,0.00446,0.625842,0.287281,UP
29743,0.867572,5,0.659574,0.040801,0.678221,0.00269,0.545831,0.654825,DOWN
24217,0.46082,2,0.531915,0.036208,0.501488,0.002501,0.465821,0.260965,UP
31613,0.872351,2,0.617021,0.030203,0.543291,0.001865,0.552305,0.77193,DOWN
34534,0.881288,7,0.468085,0.035367,0.378905,0.002291,0.316934,0.651316,UP
5066,0.013849,2,0.553191,0.087426,0.53972,0.003467,0.422915,0.414912,DOWN
8337,0.023008,7,0.702128,0.084664,0.288307,0.003467,0.422915,0.414912,UP
29356,0.867218,4,0.595745,0.036057,0.463255,0.002466,0.411445,0.389474,UP
32338,0.8762,3,0.723404,0.029302,0.50967,0.001897,0.583894,0.590789,UP
3655,0.009513,1,0.148936,0.041642,0.195329,0.003467,0.422915,0.414912,DOWN
11263,0.031857,5,0.659574,0.055242,0.258405,0.003467,0.422915,0.414912,DOWN
1770,0.004646,3,0.893617,0.152756,0.602946,0.003467,0.422915,0.414912,UP
15843,0.437812,3,0.06383,0.056893,0.279976,0.003467,0.422915,0.414912,UP
16501,0.438388,2,0.787234,0.061727,0.537638,0.003467,0.422915,0.414912,DOWN
40801,0.876156,5,0.021277,0.07956,0.455073,0.005226,0.452874,0.602193,UP
32894,0.876731,1,0.297872,0.0257,0.24338,0.000885,0.192905,0.796053,DOWN
35457,0.885226,5,0.702128,0.030233,0.556382,0.002069,0.521233,0.326316,DOWN
14282,0.430114,5,0.553191,0.070734,0.529753,0.003467,0.422915,0.414912,UP
10509,0.031149,3,0.957447,0.060226,0.421303,0.003467,0.422915,0.414912,DOWN
41580,0.903146,7,0.255319,0.046986,0.181494,0.002023,0.204298,0.67807,DOWN
17920,0.442768,4,0.340426,0.090279,0.591491,0.006126,0.548938,0.432018,UP
23408,0.460068,6,0.680851,0.028882,0.44332,0.001909,0.415588,0.50307,DOWN
40465,0.899075,5,0.021277,0.054431,0.524695,0.003569,0.469446,0.592105,DOWN
31564,0.872307,1,0.595745,0.029362,0.369235,0.000827,0.231486,0.859211,UP
18051,0.442901,7,0.06383,0.054371,0.369235,0.003706,0.370792,0.442105,DOWN
23238,0.459935,3,0.12766,0.033175,0.23014,0.002248,0.27421,0.547368,DOWN
22016,0.455732,5,0.680851,0.033475,0.505504,0.002264,0.649146,0.469298,DOWN
19184,0.446971,2,0.680851,0.042212,0.380393,0.002846,0.301139,0.654825,UP
28925,0.474404,2,0.617021,0.075057,0.447337,0.005123,0.371051,0.448246,UP
9619,0.027255,6,0.404255,0.109313,0.439155,0.003467,0.422915,0.414912,UP
39604,0.898279,1,0.085106,0.071154,0.272092,0.003054,0.424392,0.592544,DOWN
14255,0.430069,4,1.0,0.06644,0.384409,0.003467,0.422915,0.414912,DOWN
3346,0.009203,1,0.723404,0.103339,0.777596,0.003467,0.422915,0.414912,UP
11275,0.031857,5,0.914894,0.067611,0.282803,0.003467,0.422915,0.414912,UP
4572,0.013406,6,0.255319,0.072175,0.253942,0.003467,0.422915,0.414912,DOWN
41852,0.903367,5,0.93617,0.048307,0.467867,0.003191,0.44666,0.555702,DOWN
15037,0.434007,7,0.276596,0.055032,0.163642,0.003467,0.422915,0.414912,UP
15025,0.434007,7,0.021277,0.044134,0.180303,0.003467,0.422915,0.414912,DOWN
2338,0.005177,1,0.723404,0.050859,0.65665,0.003467,0.422915,0.414912,DOWN
17266,0.442193,4,0.723404,0.177435,0.540018,0.003467,0.422915,0.414912,UP
14179,0.430025,3,0.404255,0.095743,0.594615,0.003467,0.422915,0.414912,UP
40960,0.902571,1,0.340426,0.050168,0.319697,0.003338,0.220352,0.598684,DOWN
42080,0.903588,3,0.680851,0.09238,0.542844,0.00596,0.453133,0.616228,UP
5719,0.017521,2,0.148936,0.061967,0.229694,0.003467,0.422915,0.414912,DOWN
749,0.000664,3,0.617021,0.098775,0.476346,0.003467,0.422915,0.414912,DOWN
20369,0.451175,6,0.361702,0.041221,0.675245,0.002671,0.642672,0.461404,DOWN
36443,0.889208,5,0.234043,0.02576,0.268373,0.001691,0.31797,0.642544,DOWN
5709,0.017477,1,0.957447,0.10535,0.517852,0.003467,0.422915,0.414912,UP
3968,0.009778,7,0.680851,0.076018,0.42532,0.003467,0.422915,0.414912,UP
24630,0.464316,4,0.12766,0.027321,0.202023,0.00182,0.278871,0.61886,DOWN
20091,0.447812,7,0.574468,0.041822,0.433056,0.002808,0.398239,0.549123,UP
9208,0.026857,4,0.851064,0.104449,0.466379,0.003467,0.422915,0.414912,UP
15331,0.434273,6,0.404255,0.048367,0.416691,0.003467,0.422915,0.414912,DOWN
1170,0.001062,5,0.382979,0.044134,0.626004,0.003467,0.422915,0.414912,DOWN
45246,0.915756,6,0.638298,0.0792,0.565457,0.005293,0.508286,0.42193,UP
15091,0.434052,1,0.404255,0.067581,0.547754,0.003467,0.422915,0.414912,UP
26212,0.468829,2,0.085106,0.02678,0.123326,0.001778,0.221388,0.441667,DOWN
44053,0.911553,2,0.787234,0.042632,0.465635,0.002761,0.403159,0.546491,DOWN
25833,0.465422,1,0.191489,0.017623,0.066796,0.001122,0.108234,0.751316,DOWN
39162,0.894783,5,0.893617,0.080972,0.773728,0.005374,0.608752,0.51886,DOWN
33360,0.880227,4,0.0,0.03999,0.427998,0.002638,0.351631,0.558772,UP
10885,0.031503,4,0.787234,0.057314,0.39036,0.003467,0.422915,0.414912,DOWN
9335,0.02699,7,0.489362,0.095052,0.348706,0.003467,0.422915,0.414912,UP
23138,0.456794,1,0.042553,0.027261,0.281315,0.001685,0.397721,0.626754,DOWN
35667,0.885448,3,0.06383,0.046896,0.365814,0.002781,0.412222,0.635088,UP
39008,0.894651,2,0.680851,0.090579,0.739066,0.0057,0.662869,0.700877,UP
33999,0.880802,3,0.319149,0.027741,0.353169,0.00183,0.390212,0.632018,DOWN
5147,0.013937,4,0.234043,0.061967,0.324755,0.003467,0.422915,0.414912,DOWN
38362,0.894075,3,0.212766,0.047736,0.303332,0.003087,0.397204,0.726754,DOWN
42496,0.907084,5,0.340426,0.087967,0.499405,0.006045,0.748835,0.257895,UP
5149,0.013937,4,0.276596,0.11859,0.568283,0.003467,0.422915,0.414912,UP
25734,0.465333,6,0.12766,0.02639,0.174204,0.001772,0.239254,0.676316,DOWN
19257,0.44706,4,0.191489,0.023388,0.242487,0.000885,0.241326,0.765789,DOWN
9914,0.027521,5,0.553191,0.074817,0.524398,0.003467,0.422915,0.414912,UP
28031,0.473563,4,1.0,0.027771,0.391699,0.00187,0.376489,0.564474,UP
43605,0.908101,7,0.446809,0.075447,0.425915,0.004971,0.360435,0.646053,UP
16267,0.438166,4,0.914894,0.048877,0.369384,0.003467,0.422915,0.414912,DOWN
37577,0.890226,7,0.87234,0.444037,0.609491,0.002009,0.483428,0.578947,UP
10498,0.031149,3,0.723404,0.057914,0.433948,0.003467,0.422915,0.414912,DOWN
2593,0.005442,7,0.021277,0.063378,0.342904,0.003467,0.422915,0.414912,DOWN
35532,0.885315,7,0.255319,0.025399,0.184171,0.001643,0.220611,0.745614,DOWN
41815,0.903367,5,0.148936,0.023148,0.169741,0.001516,0.268255,0.651754,DOWN
29800,0.867616,6,0.851064,0.034856,0.388872,0.002266,0.479285,0.589035,UP
1293,0.004203,7,0.957447,0.043983,0.368938,0.003467,0.422915,0.414912,DOWN
20153,0.447856,1,0.87234,0.042242,0.598483,0.002865,0.371051,0.622368,UP
15706,0.434627,7,0.212766,0.050859,0.054299,0.003467,0.422915,0.414912,UP
33048,0.876864,4,0.510638,0.030083,0.554002,0.002059,0.515277,0.387719,UP
33154,0.876952,6,0.723404,0.028882,0.46742,0.001971,0.45391,0.411404,DOWN
42524,0.907084,5,0.93617,0.074997,0.470693,0.005154,0.548679,0.435965,DOWN
43906,0.91142,6,0.723404,0.043473,0.439601,0.002879,0.501554,0.47193,DOWN
21414,0.452148,7,0.12766,0.033025,0.266439,0.002268,0.269032,0.486404,DOWN
8776,0.026459,2,0.851064,0.059986,0.428444,0.003467,0.422915,0.414912,DOWN
29014,0.474492,4,0.468085,0.07836,0.473966,0.005307,0.345417,0.472807,UP
27740,0.473298,5,0.93617,0.030203,0.4518,0.002036,0.263853,0.554825,UP
32232,0.876112,1,0.510638,0.02576,0.290985,0.000821,0.216468,0.847807,DOWN
14564,0.433565,4,0.425532,0.072445,0.527522,0.003467,0.422915,0.414912,UP
1610,0.004513,7,0.553191,0.043683,0.315382,0.003467,0.422915,0.414912,DOWN
6725,0.018451,2,0.106383,0.045214,0.240405,0.003467,0.422915,0.414912,DOWN
1847,0.004734,5,0.489362,0.075117,0.603243,0.003467,0.422915,0.414912,DOWN
8677,0.026371,7,0.787234,0.089978,0.349598,0.003467,0.422915,0.414912,UP
31388,0.87213,4,0.93617,0.028822,0.420113,0.000833,0.316934,0.777193,UP
29311,0.867174,3,0.659574,0.043233,0.468759,0.00296,0.394614,0.282018,UP
6627,0.018362,7,0.06383,0.046385,0.217941,0.003467,0.422915,0.414912,DOWN
21363,0.452104,6,0.06383,0.037979,0.461024,0.002613,0.399275,0.574123,DOWN
36605,0.889341,1,0.617021,0.030173,0.355698,0.001901,0.328586,0.704825,UP
44020,0.911553,2,0.085106,0.033055,0.143707,0.002137,0.314863,0.689474,DOWN
784,0.000708,4,0.340426,0.124204,0.58078,0.003467,0.422915,0.414912,UP
5968,0.017743,7,0.340426,0.070914,0.292621,0.003467,0.422915,0.414912,UP
4069,0.009867,2,0.787234,0.041732,0.75186,0.003467,0.422915,0.414912,DOWN
12846,0.425733,3,0.638298,0.084664,0.509372,0.003467,0.422915,0.414912,UP
38450,0.894164,5,0.042553,0.09157,0.559357,0.006076,0.563956,0.651316,UP
8462,0.023141,3,0.297872,0.089468,0.440196,0.003467,0.422915,0.414912,DOWN
22946,0.456617,4,0.042553,0.041702,0.5241,0.002744,0.509322,0.586404,UP
30690,0.87151,4,0.382979,0.027771,0.661708,0.001739,0.563956,0.802632,DOWN
8129,0.022831,3,0.361702,0.050648,0.456412,0.003467,0.422915,0.414912,DOWN
4993,0.013805,1,0.021277,0.041191,0.330854,0.003467,0.422915,0.414912,DOWN
9334,0.02699,7,0.468085,0.095052,0.35421,0.003467,0.422915,0.414912,UP
6051,0.017831,2,0.06383,0.050889,0.370128,0.003467,0.422915,0.414912,DOWN
32687,0.87651,3,1.0,0.028582,0.405534,0.000868,0.365096,0.708772,UP
33155,0.876952,6,0.744681,0.028792,0.450907,0.001955,0.422061,0.498246,DOWN
26152,0.46874,7,0.851064,0.028402,0.316721,0.001863,0.260228,0.641228,DOWN
6320,0.018052,7,0.680851,0.069713,0.250818,0.003467,0.422915,0.414912,UP
34640,0.881377,2,0.680851,0.029182,0.470247,0.00204,0.542465,0.385526,DOWN
27459,0.469979,7,0.06383,0.030924,0.191907,0.002121,0.299586,0.428947,DOWN
29580,0.867439,2,0.255319,0.029002,0.339334,0.001909,0.346712,0.746053,DOWN
23028,0.456661,5,0.765957,0.036238,0.686254,0.002464,0.644226,0.479825,UP
17523,0.442414,3,0.06383,0.062147,0.324011,0.004335,0.357846,0.500526,DOWN
11412,0.03199,1,0.765957,0.058394,0.26391,0.003467,0.422915,0.414912,DOWN
29884,0.867705,1,0.595745,0.037619,0.503273,0.002287,0.243656,0.87193,DOWN
27154,0.469669,7,0.723404,0.045905,0.357929,0.003101,0.429311,0.464912,UP
38657,0.894341,2,0.361702,0.077849,0.701726,0.005318,0.743656,0.340351,UP
19050,0.446839,6,0.893617,0.043443,0.469801,0.002927,0.415329,0.642982,UP
1834,0.004734,5,0.212766,0.075207,0.226867,0.003467,0.422915,0.414912,DOWN
40644,0.995575,1,0.765957,0.085625,0.530051,0.005501,0.437856,0.602193,UP
35527,0.885315,7,0.148936,0.0263,0.155013,0.001735,0.247022,0.624561,DOWN
31965,0.875846,2,0.957447,0.035007,0.448081,0.001386,0.308648,0.813158,UP
9156,0.026813,3,0.765957,0.107272,0.457453,0.003467,0.422915,0.414912,UP
23480,0.460157,1,0.170213,0.021166,0.099524,0.001415,0.136458,0.723684,DOWN
30685,0.87151,4,0.276596,0.027771,0.524993,0.001813,0.560849,0.681579,DOWN
36503,0.889253,6,0.489362,0.028251,0.54463,0.001973,0.545572,0.363596,DOWN
43180,0.907703,5,0.595745,0.047166,0.464296,0.003236,0.535733,0.332018,DOWN
22170,0.455865,1,0.893617,0.043263,0.582862,0.002561,0.374417,0.756579,UP
9433,0.027078,2,0.531915,0.077939,0.437667,0.003467,0.422915,0.414912,DOWN
710,0.000619,2,0.808511,0.10523,0.61202,0.003467,0.422915,0.414912,DOWN
38845,0.894518,6,0.276596,0.072745,0.560101,0.004877,0.583894,0.492982,UP
3215,0.00907,5,1.0,0.044554,0.578697,0.003467,0.422915,0.414912,DOWN
30317,0.868103,3,0.617021,0.030503,0.60235,0.00199,0.591662,0.466228,DOWN
10079,0.030751,1,1.0,0.095473,0.389021,0.003467,0.422915,0.414912,UP
28319,0.473829,3,1.0,0.036928,0.401964,0.002464,0.375194,0.697807,UP
32885,0.876731,1,0.106383,0.023088,0.114847,0.000848,0.20145,0.745614,DOWN
33952,0.880757,2,0.340426,0.029422,0.232074,0.000835,0.143967,0.873246,DOWN
527,0.000442,5,1.0,0.121713,0.484231,0.003467,0.422915,0.414912,UP
20171,0.447901,2,0.234043,0.037138,0.277447,0.001577,0.222941,0.765789,UP
43112,0.907659,4,0.170213,0.041972,0.180006,0.002746,0.251942,0.714035,DOWN
28087,0.473652,6,0.148936,0.020716,0.156947,0.001377,0.253237,0.752632,DOWN
20333,0.45113,5,0.617021,0.041341,0.580184,0.002752,0.579234,0.380702,DOWN
11035,0.031636,7,0.914894,0.068482,0.318358,0.003467,0.422915,0.414912,DOWN
5620,0.017433,7,0.085106,0.051489,0.220173,0.003467,0.422915,0.414912,DOWN
32504,0.876377,7,0.170213,0.022397,0.158881,0.000958,0.225531,0.850439,DOWN
15410,0.434361,1,0.042553,0.042032,0.156947,0.003467,0.422915,0.414912,DOWN
40367,0.898943,2,1.0,0.090579,0.569176,0.005935,0.53159,0.630702,UP
31898,0.875802,1,0.553191,0.029633,0.32044,0.000995,0.242361,0.857018,UP
37114,0.889828,5,0.212766,0.09202,0.312556,0.005843,0.418695,0.812719,UP
24449,0.461042,7,0.361702,0.030683,0.42294,0.002104,0.256085,0.491228,DOWN
34536,0.881288,7,0.510638,0.031074,0.360607,0.002025,0.320818,0.597368,DOWN
9643,0.027255,6,0.914894,0.077639,0.315977,0.003467,0.422915,0.414912,DOWN
4874,0.013672,5,0.553191,0.041431,0.484082,0.003467,0.422915,0.414912,DOWN
1153,0.001062,5,0.021277,0.077999,0.482892,0.003467,0.422915,0.414912,UP
26348,0.468917,4,0.93617,0.028342,0.423237,0.001892,0.227084,0.624123,DOWN
5902,0.017654,5,0.978723,0.07842,0.511157,0.003467,0.422915,0.414912,UP
1981,0.004867,1,0.276596,0.056173,0.469652,0.003467,0.422915,0.414912,DOWN
30171,0.86797,7,0.574468,0.056203,0.45537,0.003625,0.328068,0.859211,UP
22365,0.456042,5,0.957447,0.046235,0.605475,0.003184,0.430088,0.522368,UP
35360,0.885138,3,0.680851,0.045274,0.507736,0.003199,0.576126,0.184211,DOWN
3388,0.009247,2,0.595745,0.103759,0.599226,0.003467,0.422915,0.414912,UP
42858,0.907393,5,0.893617,0.075027,0.414162,0.005104,0.473071,0.371491,UP
19049,0.446839,6,0.87234,0.043623,0.481851,0.002956,0.451579,0.568421,UP
931,0.000841,7,0.404255,0.122703,0.396608,0.003467,0.422915,0.414912,UP
42715,0.907261,2,0.914894,0.086766,0.376376,0.005758,0.540135,0.489035,DOWN
17731,0.442591,7,0.404255,0.094572,0.579589,0.006415,0.386328,0.500526,UP
19598,0.44737,4,0.297872,0.042602,0.619458,0.002806,0.535474,0.527193,DOWN
26297,0.468873,3,0.87234,0.02645,0.333234,0.001749,0.222683,0.686404,DOWN
9809,0.027432,3,0.361702,0.061036,0.541208,0.003467,0.422915,0.414912,DOWN
14692,0.433698,7,0.085106,0.040351,0.102499,0.003467,0.422915,0.414912,DOWN
32354,0.876244,4,0.042553,0.024919,0.244421,0.00097,0.363542,0.727632,DOWN
8760,0.026459,2,0.510638,0.093911,0.507289,0.003467,0.422915,0.414912,UP
8480,0.023141,3,0.680851,0.089468,0.441238,0.003467,0.422915,0.414912,DOWN
24949,0.464581,3,0.787234,0.129008,0.617822,0.008714,0.516054,0.517544,UP
13729,0.429627,1,0.021277,0.056593,0.215412,0.003467,0.422915,0.414912,DOWN
7139,0.021902,3,0.744681,0.057644,0.47114,0.003467,0.422915,0.414912,DOWN
31626,0.872351,2,0.893617,0.028792,0.383963,0.000841,0.329622,0.69693,UP
43593,0.908101,7,0.191489,0.042752,0.158286,0.002804,0.206111,0.61886,DOWN
39410,0.898102,4,0.042553,0.074066,0.507885,0.004842,0.49767,0.627632,UP
41145,0.902748,5,0.191489,0.043953,0.178667,0.002838,0.273433,0.766228,DOWN
25275,0.482412,3,0.574468,0.062928,0.464445,0.004377,0.496116,0.244298,UP
29662,0.867484,3,0.978723,0.037619,0.429932,0.00226,0.426981,0.650877,UP
13826,0.429715,3,0.042553,0.041431,0.241595,0.003467,0.422915,0.414912,DOWN
43782,0.911331,4,0.12766,0.034766,0.176436,0.002235,0.222165,0.774123,DOWN
12927,0.425822,5,0.319149,0.093071,0.487206,0.003467,0.422915,0.414912,UP
2980,0.008893,1,0.085106,0.041492,0.255727,0.003467,0.422915,0.414912,DOWN
41809,0.903367,5,0.021277,0.064609,0.426659,0.004308,0.419213,0.575877,UP
7096,0.021857,2,0.851064,0.071995,0.487057,0.003467,0.422915,0.414912,DOWN
22126,0.455821,7,0.978723,0.046836,0.521571,0.003226,0.422579,0.534211,UP
36702,0.88943,3,0.638298,0.027201,0.538381,0.001901,0.535474,0.370175,DOWN
13893,0.42976,4,0.446809,0.081272,0.611425,0.003467,0.422915,0.414912,UP
41194,0.902792,6,0.212766,0.033686,0.198899,0.002125,0.283791,0.750439,DOWN
26361,0.468962,5,0.191489,0.030353,0.203808,0.002023,0.212066,0.526754,DOWN
17975,0.442812,5,0.489362,0.051279,0.498364,0.003558,0.513723,0.331579,DOWN
43842,0.911376,5,0.382979,0.05281,0.548944,0.003471,0.571983,0.534649,DOWN
3812,0.009646,4,0.425532,0.041582,0.60964,0.003467,0.422915,0.414912,DOWN
5131,0.013893,3,0.914894,0.058544,0.58554,0.003467,0.422915,0.414912,DOWN
17188,0.439051,3,0.085106,0.047766,0.265546,0.003467,0.422915,0.414912,DOWN
13763,0.429627,1,0.744681,0.071064,0.531241,0.003467,0.422915,0.414912,DOWN
8963,0.026636,6,0.744681,0.059865,0.335168,0.003467,0.422915,0.414912,DOWN
4876,0.013672,5,0.595745,0.041431,0.455222,0.003467,0.422915,0.414912,DOWN
35294,0.885094,2,0.297872,0.041371,0.529158,0.002833,0.477991,0.361842,DOWN
31706,0.872439,4,0.553191,0.106251,0.703511,0.007025,0.843086,0.176316,UP
44657,0.912128,1,0.361702,0.043803,0.364921,0.002871,0.253237,0.695614,DOWN
27492,0.469979,7,0.765957,0.028912,0.411782,0.001951,0.250906,0.580263,DOWN
29831,0.867661,7,0.489362,0.034046,0.43856,0.002216,0.59218,0.530702,UP
43900,0.91142,6,0.595745,0.044554,0.473669,0.002975,0.564733,0.458333,DOWN
9106,0.026769,2,0.723404,0.072625,0.434841,0.003467,0.422915,0.414912,UP
31111,0.871908,6,0.148936,0.035967,0.197114,0.00236,0.254272,0.754386,DOWN
21806,0.455555,1,0.297872,0.030533,0.269711,0.000976,0.149663,0.87807,DOWN
11364,0.031945,7,0.765957,0.058394,0.222553,0.003467,0.422915,0.414912,DOWN
22747,0.456396,6,0.914894,0.031224,0.468015,0.002117,0.40782,0.567544,DOWN
19563,0.447325,3,0.574468,0.050378,0.649212,0.003533,0.61652,0.323246,DOWN
42452,0.90704,4,0.425532,0.084875,0.531985,0.005881,0.75479,0.247368,UP
44284,0.911774,7,0.595745,0.042632,0.333085,0.00275,0.307613,0.752632,DOWN
22457,0.45613,7,0.87234,0.032605,0.459982,0.00215,0.34464,0.77193,UP
26796,0.46936,7,0.255319,0.031554,0.222107,0.002102,0.256862,0.530263,DOWN
38147,0.893854,5,0.744681,0.150805,0.896162,0.010197,0.851631,0.441667,UP
42296,0.906907,1,0.170213,0.021496,0.067539,0.001359,0.081823,0.685526,DOWN
39949,0.898589,1,0.276596,0.02627,0.2108,0.001689,0.218022,0.768421,DOWN
28221,0.47374,1,0.957447,0.028131,0.320143,0.001724,0.223459,0.85,DOWN
9800,0.027432,3,0.170213,0.051219,0.162005,0.003467,0.422915,0.414912,DOWN
27849,0.47343,1,0.191489,0.021917,0.116186,0.001491,0.106163,0.55,DOWN
16369,0.438299,7,0.021277,0.053441,0.250818,0.003467,0.422915,0.414912,DOWN
36220,0.995443,7,0.595745,0.028792,0.346177,0.001853,0.311238,0.790351,DOWN
15492,0.434406,2,0.765957,0.059805,0.468164,0.003467,0.422915,0.414912,UP
2019,0.004911,2,0.06383,0.075207,0.407319,0.003467,0.422915,0.414912,DOWN
11831,0.424804,3,0.489362,0.058394,0.400922,0.003467,0.422915,0.414912,DOWN
5126,0.013893,3,0.808511,0.074877,0.767777,0.003467,0.422915,0.414912,UP
33915,0.880713,1,0.574468,0.029422,0.248289,0.00085,0.232004,0.794298,DOWN
15901,0.437857,4,0.276596,0.051399,0.326986,0.003467,0.422915,0.414912,DOWN
24648,0.464316,4,0.510638,0.029693,0.461024,0.002048,0.461937,0.40307,UP
33850,0.880669,7,0.212766,0.030443,0.080482,0.001629,0.136976,0.853509,DOWN
13582,0.42945,4,0.978723,0.058364,0.431419,0.003467,0.422915,0.414912,DOWN
14645,0.433653,6,0.106383,0.041251,0.12645,0.003467,0.422915,0.414912,DOWN
21904,0.455644,3,0.340426,0.087547,0.70842,0.006055,0.705593,0.390351,UP
38740,0.894429,4,0.085106,0.062267,0.420262,0.004051,0.468669,0.595175,DOWN
36317,0.889076,2,0.617021,0.027561,0.49152,0.001899,0.534697,0.446053,DOWN
20300,0.451086,4,0.93617,0.041642,0.621244,0.002719,0.452097,0.575,DOWN
20885,0.451661,3,0.106383,0.03921,0.384558,0.002216,0.391766,0.73114,DOWN
18694,0.443476,6,0.468085,0.077219,0.540167,0.005318,0.590886,0.375877,UP
40877,0.880581,6,0.617021,0.087967,0.47114,0.005862,0.522786,0.411842,UP
42801,0.907349,4,0.702128,0.060736,0.467272,0.004065,0.522527,0.489912,DOWN
2431,0.005265,3,0.659574,0.082473,0.539423,0.003467,0.422915,0.414912,DOWN
9333,0.02699,7,0.446809,0.095052,0.357185,0.003467,0.422915,0.414912,UP
44187,0.911685,5,0.574468,0.076618,0.51086,0.005228,0.598912,0.31886,DOWN
31025,0.87182,4,0.361702,0.028011,0.585242,0.00178,0.634127,0.627193,DOWN
28295,0.473829,3,0.489362,0.030323,0.598334,0.001998,0.534438,0.577193,UP
1283,0.004203,7,0.744681,0.121502,0.558911,0.003467,0.422915,0.414912,UP
12798,0.425689,2,0.638298,0.085895,0.543142,0.003467,0.422915,0.414912,UP
23176,0.456794,1,0.851064,0.029362,0.453883,0.001955,0.365614,0.721053,UP
19672,0.447414,5,0.851064,0.074517,0.735347,0.005258,0.592439,0.427632,UP
25244,0.477988,2,0.93617,0.029392,0.406427,0.002034,0.311756,0.360526,DOWN
29715,0.867572,5,0.06383,0.02681,0.21199,0.000868,0.322113,0.771053,DOWN
22886,0.456528,2,0.808511,0.047346,0.778637,0.003168,0.658467,0.563596,UP
35556,0.885315,7,0.765957,0.082293,0.548646,0.005469,0.489125,0.667982,UP
45013,0.912438,1,0.787234,0.044614,0.350491,0.002921,0.282237,0.705702,UP
4076,0.009867,2,0.93617,0.047286,0.558316,0.003467,0.422915,0.414912,DOWN
7017,0.018716,1,0.191489,0.045455,0.106665,0.003467,0.422915,0.414912,DOWN
16952,0.43883,5,0.170213,0.047046,0.107409,0.003467,0.422915,0.414912,DOWN
24662,0.464316,4,0.808511,0.029663,0.461024,0.00204,0.465303,0.444298,UP
10838,0.031459,3,0.808511,0.054642,0.387385,0.003467,0.422915,0.414912,DOWN
25877,0.465466,2,0.106383,0.023388,0.100119,0.00157,0.205852,0.645175,DOWN
16234,0.438166,4,0.212766,0.059475,0.175841,0.003467,0.422915,0.414912,DOWN
31177,0.871953,7,0.531915,0.030473,0.514281,0.001697,0.362765,0.858333,UP
6034,0.017787,1,0.723404,0.084814,0.515025,0.003467,0.422915,0.414912,UP
24982,0.464625,4,0.468085,0.068482,0.492562,0.004715,0.484723,0.338596,DOWN
37890,0.893633,7,0.382979,0.081602,0.665576,0.005268,0.477473,0.707895,UP
28334,0.473873,4,0.297872,0.037619,0.48795,0.002582,0.510098,0.533333,UP
5779,0.017566,3,0.404255,0.121923,0.587771,0.003467,0.422915,0.414912,UP
21739,0.455467,6,0.914894,0.036177,0.588962,0.002416,0.430865,0.675877,DOWN
30107,0.867926,6,0.234043,0.029903,0.380988,0.00188,0.361989,0.798684,UP
44662,0.912128,1,0.468085,0.043863,0.347218,0.002896,0.278353,0.665789,UP
30902,0.871687,1,0.808511,0.028462,0.35659,0.001735,0.222683,0.846053,UP
36475,0.889208,5,0.914894,0.027141,0.494347,0.001853,0.435008,0.526754,DOWN
37079,0.889784,4,0.489362,0.047946,0.696965,0.003382,0.666494,0.292982,DOWN
11589,0.424583,5,0.446809,0.074817,0.41446,0.003467,0.422915,0.414912,UP
5716,0.017521,2,0.085106,0.067071,0.34945,0.003467,0.422915,0.414912,DOWN
18161,0.442989,2,0.361702,0.082743,0.556531,0.005544,0.508804,0.451316,UP
34928,0.875979,1,0.680851,0.029843,0.378459,0.001849,0.234852,0.634211,DOWN
34236,0.881023,1,0.255319,0.018014,0.103392,0.000821,0.143449,0.750439,DOWN
16728,0.438609,7,0.510638,0.050198,0.324606,0.003467,0.422915,0.414912,DOWN
18692,0.443476,6,0.425532,0.077849,0.576763,0.005403,0.617038,0.396053,UP
12658,0.425556,6,0.723404,0.076258,0.311366,0.003467,0.422915,0.414912,UP
